headline,label
"attempts made to hack online system of a psu bank: arun jaitley. jaitley said after the hacking attempts, all banks and the rbi have taken a number of security measures to check such designs",neutral
"dhanlaxmi bank shows npa, capital risks: fitch. the rating agency says this is the first time investors in india have had to forgo interest on a bank capital instrument",neutral
"sbi q1 net falls 32%, gross npas cross rs 1 lakh cr-mark. shares of the bank rose more than 5% after the results on the lower-than-expected rise in bad loans",negative
"sbi q1 net falls 32%, bad loans rise slightly. however, the shares of state-run bank rose more than 5% after the results on the lower-than-expected rise in bad loans",negative
"irdai plans to make insurers listing a must. general, life insurers with 8 & 10 yrs in biz, respectively, may have to list",neutral
bob q1 net dives 60% to rs 424 cr. back in black after losses in two quarters; slippages in retail book a surprise,negative
"banks should identify key areas for certification of staff: rbi committee. rbi had constituted a committee on capacity building in july 2014, under the chairmanship of former executive director, g .",neutral
rbi mulls liability cover in fraud for bank clients. the reserve bank of india (rbi) on thursday proposed that a customer should have zero liability in case of a third-party fraud on .,neutral
"rupee down by 13 paise, ends at 66.85. the rupee on thursday lost 13 paise to close at 66.85 against the dollar, on fresh demand for the us currency from banks and .",negative
"idbi bank q1 net up 78.3% on tax credit. public sector lender idbi banks net profit rose 78.3 per cent to rs 241.1 crore for the quarter ended june, on the back of tax .",positive
"axis bank to offer small ticket unsecured loans jointly with suvidhaa. a customer who utilises suvidhaas remittance or bill payment facilities can avail himself of loans up to rs 15,000 with no .",neutral
bank of baroda q1 net dives 60% to rs 424 crore. both gross and npas rose over two times as a percentage of advances during q1 current fiscal,negative
rbi bought forex worth $3.8 bn in apr-june. in its third bi-monthly policy review rbi said the pace of foreign direct investment inflows slowed in the first two months of .,neutral
bigger nbfcs must be inspected regularly: rajan. says he has done 90-95% of what needs to be done,neutral
"sbi life embedded value at rs 12,999 crore. the company reported net profit of rs 215 cr for the first quarter of fy17",neutral
"large investors honour india debt rally with record bond sales. state-run banks sold a record amount of sovereign bonds on tuesday, reaping rewards from a rally thats sent benchmark yields to .",positive
"insuring success. the landscape of bancassurance promises to be shape-shifting, post max life-hdfc life merger",neutral
higher commissions and markets push portfolio management products. the trend has gained currency in the aftermath of the capping of mf commissions,positive
syndicate bank launches project ananya aimed at digital banking. the bank plans to transform 10 per cent of its branches to the new format in the next 6-12 months,neutral
rbi soaking foreign inflows to curb impact on rupee: raghuram rajan. rajan also said the central bank would likely pay a record-high dividend to the government,neutral
"special team to investigate tamil nadu train robbery. special teams in chennai and salem to look into the matter; cops currently quizzing current and ex-staff, coolies",neutral
"behind the scenes: the making of indias largest private insurer. max life was busy scouting for insurers it could buy. then, hdfc life happened",neutral
comfortable with npa clean-up and no need to relook at it: rbi. rbi had also conducted an asset quality review and had given banks a deadline to clean up their balance sheet by fy17,neutral
rbl to raise rs 832 crore in fresh issue through ipo. the bank has already raised rs 488 crore through a pre-ipo placement,neutral
uco bank posts a net loss of rs 440 cr. its gross bad loan ratio widened to 17.19% as of end-june from 15.43% at end-march,negative
bankers says interest fall will fall when credit growth picks up. raghuram rajan blamed the bankers for holding onto higher rates even after the rbi lowering the same by 150 bps,negative
"iob posts q1 net loss of rs 1,451 cr. gross npa grow to 20.48% and net npa to 13.97%",negative
