Unnamed: 0,Date,Title,Description,sentiment,label
9666,"September 02, 2015, Wednesday",Bank credit grows at 9.5%,Retail loans continue to grow even as lending from the corporates has come down,neutral,1
9667,"September 02, 2015, Wednesday","SBI Life, IRDAI case to be heard on Oct 23 in SAT",The case between SBI Life Insurance and Insurance Regulatory and Development Authority of India (IRDAI) that was now with the ...,neutral,1
9668,"September 02, 2015, Wednesday",Rs 20k-cr worth bank transactions hit due to bandh in Odisha,The stir called by the trade unions also impacted the business deals of the state traders,negative,0
9669,"September 02, 2015, Wednesday","Indian banks face broader capital challenges, says Fitch",Fitch Ratings today said that RBI declaring only ICICI Bank and SBI as Domestic Systemically Important Banks (DSIBs) reflects in ...,negative,0
9670,"September 02, 2015, Wednesday",Why other banks can't flex muscle like HDFC Bank,"Till a few years earlier, HDFC Bank's benchmark lending rate was about 50 basis points (bps) more than the marker leader",neutral,1
9671,"September 02, 2015, Wednesday",Base rates: RBI issues draft norms for marginal cost computation,IBA to finalise components of spread over and above base rate and to ensure uniformity in lending rate calculations,neutral,1
9672,"September 02, 2015, Wednesday",YES Bank rejigs organizational structure,Retail business head Pralay Mondal get addl charge of Commercial Business Banking; Rajanish Prabhu to lead bank's entry into ...,neutral,1
9673,"September 02, 2015, Wednesday","Fitch Cuts viability rating for PNB, warns IDBI vulnerable to downgrade","Affirms issuer default rating for nine banks including SBI, ICICI Bank",negative,0
9674,"September 02, 2015, Wednesday",What prompted RBI to classify some banks as systemically important?,The BCBS further required all member countries to have a regulatory framework to deal with Domestic Systemically Important Banks ...,neutral,1
9675,"September 02, 2015, Wednesday",Bank employees to go on strike tomorrow,Banking ops to be affected; unions say ptotest against govt's anti-labour policies,negative,0
9676,"September 01, 2015, Tuesday","In Bengal, a rice economy rots away on food habits, subsidy",Mill closures swell bank NPAs,negative,0
9677,"September 01, 2015, Tuesday",Financial services to be hit by tomorrow's nationwide strike,"Around 13 lakh employees from 25 public sector banks, 11 private sector banks and nine foreign banks will be on strike",negative,0
9678,"September 01, 2015, Tuesday",Deficit monsoon hits LIC's new premium income,The deficit monsoon has hit the new premium income of India's top life insurer Life Insurance Corporation (LIC) in Uttar Pradesh ...,negative,0
9679,"September 01, 2015, Tuesday",Yes Bank to enter credit cards space by June,Yes Bank today said it will enter the credit card space by June and has appointed former HDFC Bank executive Rajanish Prabhu to ...,neutral,1
9680,"September 01, 2015, Tuesday","Women customers next big opportunity for banks, NBFCs",Today's India is witnessing rapid economic strides and is often looked by the world with marvel,neutral,1
9681,"September 01, 2015, Tuesday",HDFC Bank slashes base rate to 9.35%,ICICI Bank and State Bank of India have a base rate of 9.7%,negative,0
9682,"September 01, 2015, Tuesday",PSBs must use market to raise risk capital: RBI official,RBI executive director N S Vishwanathan hinted that PSB's dependence on the govt should become less over period,neutral,1
9683,"September 01, 2015, Tuesday",Naming those too big to fail,"SBI, ICICI named systemically important banks in India and required to maintain higher levels of capital; both rule out need for ...",neutral,1
9684,"September 01, 2015, Tuesday",Banks go slow on issuing overdraft in PMJDY accounts,"Infrequent transactions, lack of enough balance reasons for slow issuances of overdraft",negative,0
9685,"September 01, 2015, Tuesday",Govt to infuse Rs 947 cr in Canara Bank,"Earlier this month, the government decided to infuse a total of Rs 20,088 crore in 13 public sector banks",neutral,1
9686,"August 31, 2015, Monday",Banks collect Rs 500 cr under PMJDY in Odisha,The latest SLBC report claims to have achieved 100% saturation in all the 30 districts of the state,neutral,1
9687,"August 31, 2015, Monday",Axis Bank cuts deposit rates by 50 bps,HDFC Bank also cut its base rate to 9.35%,negative,0
9688,"August 31, 2015, Monday","SBI, ICICI Bank receive domestic systemically important banks' status",SBI and ICICI Bank have been given the status of domestic systemically important banks,neutral,1
9689,"August 31, 2015, Monday",Government plans to amend RBI Act by Feb to set up monetary panel,The government plans to change the Reserve Bank of India Act before the end of the fiscal year so it can set up a new committee ...,neutral,1
9690,"August 31, 2015, Monday","Monetary policy panel appointments: FinMin, RBI agree on key change",The panel likely to have staggered induction of external appointees; Cabinet note likely soon,neutral,1
9691,"August 30, 2015, Sunday",Autonomy for govt banks remains on paper,"FinMin sets target for MUDRA loan, Jeevan Suraksha gift cheques",neutral,1
9692,"August 30, 2015, Sunday","Rajan hints at rate cut, says inflation down quicker than expected","Indicating an imminent rate cut, RBI Governor Raghuram Rajan has said inflation has come down to the comfort zone quicker than ...",negative,0
9693,"August 30, 2015, Sunday",FinMin moves draft Cabinet note to incentivise e-payments,Consumers and merchants can look forward to a host of incentives such as fee waivers and tax benefits on cashless payments,neutral,1
9694,"August 30, 2015, Sunday",SBI expects Jan Dhan accounts to break even next year,SBI expects its accounts under Jan Dhan scheme to break even next year,positive,2
9695,"August 30, 2015, Sunday",FinMin says no plan to take general insurance companies public,"Even as the new insurance law has an enabling provision for allowing five public sector general insurers to go public, the ...",neutral,1
9696,"August 30, 2015, Sunday","MFIs' gross loan growth soars 69% to Rs 42,106 cr in Q1","Microfinance institutions (MFIs) saw a healthy 69 per cent growth in their gross loan portfolio at Rs 42,106 crore in the ...",positive,2
9697,"August 30, 2015, Sunday","For GILT-ETFs, invest in actively traded g-sec basket: IRDAI","IRDAI has asked insurers to comply with additional investment conditions for GILT-ETFs, requiring them to invest in a basket of ...",neutral,1
9698,"August 29, 2015, Saturday","Reserve Bank isn't done with rate cuts, says Rajan",Says impact of crisis in China won't be as big here as in some other countries,negative,0
9699,"August 29, 2015, Saturday",E-insurance may become mandatory for all policyholders,Those opting for paper-based policies may have to pay in future,neutral,1
9700,"August 29, 2015, Saturday",Irdai to allow insurers to invest in GILT-ETF,Would invest in a basket of government securities actively traded in the market,neutral,1
9701,"August 29, 2015, Saturday",Not called an end to rate cuts: Raghuram Rajan,RBI Governor reiterates will take a decision based on incoming data,neutral,1
9702,"August 29, 2015, Saturday",Banks seek timely payment of commission on DBT transfer,Also seek higher commission payment,neutral,1
9703,"August 29, 2015, Saturday",Festive season to lift motor insurance sales,"The sector could witness a growth of upwards of 20%, aided by new product launches in the two-wheeler and four-wheeler space: ...",positive,2
9704,"August 29, 2015, Saturday","No payment systems to work on 2nd, 4th Saturdays from Sept 1: RBI","Will work full day on other Saturdays; bank branches to be shut on 2nd, 4th Saturdays from next month",neutral,1
9705,"August 29, 2015, Saturday",Certificate of deposit issuances fall amid easy liquidity,"RBI's annual report said that the average fortnightly issuances of CDs decreased to Rs 29,700 cr during 2014-15 from Rs 30,600 cr ...",negative,0
9706,"August 29, 2015, Saturday",Irdai allows insurers to issue preference shares with some conditions,Says instruments must have been issued and paid-in in cash,neutral,1
9707,"August 29, 2015, Saturday",Credit growth for SBI & associates grows at a slower pace compared to peers,Grew at 4.6% as compared to 11.3% in the same period a year ago,negative,0
9708,"August 28, 2015, Friday",Bank credit decelerates to 8.6% in Apr-Jun quarter,Scheduled commercial banks' credit growth slowed to 8.6 per cent in quarter ended June against the 12.9 per cent in the same ...,negative,0
9709,"August 28, 2015, Friday",IDBI looks for $500-750 mn overseas borrowings in second half,Large public sector IDBI Bank is looking to raise $500-750 million from the overseas markets in the second half,neutral,1
9710,"August 28, 2015, Friday",PSBs need govt support for viability of social schemes: SBI,"SBI chief Arundhathi Bhattacharya today said the government needs to think about ""ways and means"" to sustain social security ...",neutral,1
9711,"August 28, 2015, Friday","UBI looks to bring down gross NPA below Rs 6,000 cr",Says it is hopeful of getting capital from the govt and that it has sought Rs 500 crore,negative,0
9712,"August 28, 2015, Friday",Need better monetary policy transmission: Reserve Bank,"According to RBI, the partial transmission reflects constraints under the existing base rate system",neutral,1
9713,"August 28, 2015, Friday","Average value of mobile transaction beats credit, debit card","Transactions via mobile phones in 2014-15 stood at Rs 5,847 compared to Rs 3,089 via credit cards and Rs 1,485 on debit cards",neutral,1
9714,"August 28, 2015, Friday",Govt bank's Jan Dhan activities are not fully compensated,RBI bats for market-linked compensation for PSB staff,neutral,1
9715,"August 28, 2015, Friday",BFSI Sector Skill Council to train insurance agents,The move comes as the insurance sector battles increasing attrition of agents,neutral,1
